activity_id,reseller_id,activity_date,products_shared,catalog_views,orders_generated
9209,411,2024-06-15 12:00:00,119,498,15
9210,412,2022-12-24 00:00:00,19,87,0
9211,412,2023-01-23 00:00:00,29,36,4
9212,412,2023-02-22 00:00:00,12,16,1
9213,412,2023-03-24 00:00:00,13,33,0
9214,412,2023-04-23 00:00:00,2,81,2
9215,412,2023-05-23 00:00:00,20,67,2
9216,412,2023-06-22 00:00:00,0,37,4
9217,412,2023-07-22 00:00:00,13,98,3
9218,412,2023-08-21 00:00:00,25,20,2
9219,412,2023-09-20 00:00:00,29,38,3
9220,412,2023-10-20 00:00:00,23,59,0
9221,412,2023-11-19 00:00:00,2,72,1
9222,412,2023-12-19 00:00:00,14,61,0
9223,412,2024-01-18 00:00:00,11,31,3
9224,412,2024-02-17 00:00:00,11,22,3
9225,412,2024-03-18 00:00:00,11,48,5
9226,412,2024-04-17 00:00:00,28,81,5
9227,412,2024-05-17 00:00:00,30,5,5
9228,412,2024-06-16 00:00:00,15,9,3
9229,413,2022-12-24 12:00:00,124,210,8
9230,413,2023-01-23 12:00:00,139,394,17
9231,413,2023-02-22 12:00:00,122,475,20
9232,413,2023-03-24 12:00:00,95,62,8
9233,413,2023-04-23 12:00:00,88,147,15
9234,413,2023-05-23 12:00:00,116,371,18
9235,413,2023-06-22 12:00:00,86,237,20
9236,413,2023-07-22 12:00:00,104,68,5
9237,413,2023-08-21 12:00:00,73,293,11
9238,413,2023-09-20 12:00:00,116,342,3
9239,413,2023-10-20 12:00:00,81,307,5
9240,413,2023-11-19 12:00:00,105,243,12
9241,413,2023-12-19 12:00:00,24,367,8
9242,413,2024-01-18 12:00:00,36,132,4
9243,413,2024-02-17 12:00:00,41,94,10
9244,413,2024-03-18 12:00:00,22,460,3
9245,413,2024-04-17 12:00:00,104,388,2
9246,413,2024-05-17 12:00:00,77,123,19
9247,413,2024-06-16 12:00:00,25,206,4
9248,414,2022-12-25 00:00:00,68,142,12
9249,414,2023-01-24 00:00:00,99,274,15
9250,414,2023-02-23 00:00:00,129,203,8
9251,414,2023-03-25 00:00:00,149,69,2
9252,414,2023-04-24 00:00:00,34,197,10
9253,414,2023-05-24 00:00:00,44,393,17
9254,414,2023-06-23 00:00:00,77,232,10
9255,414,2023-07-23 00:00:00,103,222,5
9256,414,2023-08-22 00:00:00,143,364,6
9257,414,2023-09-21 00:00:00,32,171,12
9258,414,2023-10-21 00:00:00,102,255,16
9259,414,2023-11-20 00:00:00,104,141,8
9260,414,2023-12-20 00:00:00,94,152,20
9261,414,2024-01-19 00:00:00,106,156,7
9262,414,2024-02-18 00:00:00,81,302,10
9263,414,2024-03-19 00:00:00,63,320,13
9264,414,2024-04-18 00:00:00,22,413,14
9265,414,2024-05-18 00:00:00,83,352,15
9266,414,2024-06-17 00:00:00,63,365,2
9267,415,2022-12-25 12:00:00,41,281,13
9268,415,2023-01-24 12:00:00,135,339,15
9269,415,2023-02-23 12:00:00,84,189,16
9270,415,2023-03-25 12:00:00,128,170,16
9271,415,2023-04-24 12:00:00,102,251,16
9272,415,2023-05-24 12:00:00,133,348,12
9273,415,2023-06-23 12:00:00,141,124,6
9274,415,2023-07-23 12:00:00,105,491,11
9275,415,2023-08-22 12:00:00,56,111,19
9276,415,2023-09-21 12:00:00,37,215,17
9277,415,2023-10-21 12:00:00,93,435,5
9278,415,2023-11-20 12:00:00,43,56,9
9279,415,2023-12-20 12:00:00,128,308,19
9280,415,2024-01-19 12:00:00,146,235,18
9281,415,2024-02-18 12:00:00,115,174,18
9282,415,2024-03-19 12:00:00,27,62,11
9283,415,2024-04-18 12:00:00,65,106,17
9284,415,2024-05-18 12:00:00,96,290,10
9285,415,2024-06-17 12:00:00,105,426,8
9286,416,2022-12-26 00:00:00,19,63,4
9287,416,2023-01-25 00:00:00,5,47,5
9288,416,2023-02-24 00:00:00,23,11,2
9289,416,2023-03-26 00:00:00,13,22,1
9290,416,2023-04-25 00:00:00,24,15,3
9291,416,2023-05-25 00:00:00,11,69,0
9292,416,2023-06-24 00:00:00,14,27,1
9293,416,2023-07-24 00:00:00,29,89,3
9294,416,2023-08-23 00:00:00,19,23,0
9295,416,2023-09-22 00:00:00,29,67,4
9296,416,2023-10-22 00:00:00,17,8,4
9297,416,2023-11-21 00:00:00,9,21,4
9298,416,2023-12-21 00:00:00,4,64,0
9299,416,2024-01-20 00:00:00,12,39,2
9300,416,2024-02-19 00:00:00,14,98,1
9301,416,2024-03-20 00:00:00,26,29,1
9302,416,2024-04-19 00:00:00,28,55,1
9303,416,2024-05-19 00:00:00,3,10,3
9304,416,2024-06-18 00:00:00,13,46,3
9305,417,2022-12-26 12:00:00,53,474,18
9306,417,2023-01-25 12:00:00,32,297,10
9307,417,2023-02-24 12:00:00,140,492,20
9308,417,2023-03-26 12:00:00,50,89,4
9309,417,2023-04-25 12:00:00,112,306,2
9310,417,2023-05-25 12:00:00,79,358,16
9311,417,2023-06-24 12:00:00,103,443,20
9312,417,2023-07-24 12:00:00,52,497,2
9313,417,2023-08-23 12:00:00,93,163,3
9314,417,2023-09-22 12:00:00,124,370,9
9315,417,2023-10-22 12:00:00,129,403,12
9316,417,2023-11-21 12:00:00,30,274,15
9317,417,2023-12-21 12:00:00,74,168,18
9318,417,2024-01-20 12:00:00,79,133,7
9319,417,2024-02-19 12:00:00,60,77,9
9320,417,2024-03-20 12:00:00,28,296,19
9321,417,2024-04-19 12:00:00,35,408,16
9322,417,2024-05-19 12:00:00,51,465,19
9323,417,2024-06-18 12:00:00,72,204,7
9324,418,2022-12-27 00:00:00,5,66,3
9325,418,2023-01-26 00:00:00,24,7,1
9326,418,2023-02-25 00:00:00,24,33,5
9327,418,2023-03-27 00:00:00,2,99,3
9328,418,2023-04-26 00:00:00,16,8,2
9329,418,2023-05-26 00:00:00,25,38,3
9330,418,2023-06-25 00:00:00,14,32,1
9331,418,2023-07-25 00:00:00,7,45,3
9332,418,2023-08-24 00:00:00,18,74,4
9333,418,2023-09-23 00:00:00,2,10,1
9334,418,2023-10-23 00:00:00,27,26,5
9335,418,2023-11-22 00:00:00,20,7,3
9336,418,2023-12-22 00:00:00,4,42,5
9337,418,2024-01-21 00:00:00,21,47,3
9338,418,2024-02-20 00:00:00,24,76,0
9339,418,2024-03-21 00:00:00,27,17,0
9340,418,2024-04-20 00:00:00,21,7,4
9341,418,2024-05-20 00:00:00,9,50,0
9342,418,2024-06-19 00:00:00,30,21,5
9343,419,2022-12-27 12:00:00,143,132,6
9344,419,2023-01-26 12:00:00,78,306,12
9345,419,2023-02-25 12:00:00,82,355,14
9346,419,2023-03-27 12:00:00,134,417,5
9347,419,2023-04-26 12:00:00,81,84,14
9348,419,2023-05-26 12:00:00,78,80,14
9349,419,2023-06-25 12:00:00,113,64,20
9350,419,2023-07-25 12:00:00,127,285,15
9351,419,2023-08-24 12:00:00,31,366,3
9352,419,2023-09-23 12:00:00,133,401,15
9353,419,2023-10-23 12:00:00,25,380,8
9354,419,2023-11-22 12:00:00,63,63,7
9355,419,2023-12-22 12:00:00,58,149,10
9356,419,2024-01-21 12:00:00,41,55,17
9357,419,2024-02-20 12:00:00,49,432,15
9358,419,2024-03-21 12:00:00,102,268,10
9359,419,2024-04-20 12:00:00,87,63,17
9360,419,2024-05-20 12:00:00,34,331,15
9361,419,2024-06-19 12:00:00,99,397,4
9362,420,2022-12-28 00:00:00,2,23,1
9363,420,2023-01-27 00:00:00,15,76,4
9364,420,2023-02-26 00:00:00,26,31,0
9365,420,2023-03-28 00:00:00,26,43,1
9366,420,2023-04-27 00:00:00,29,51,2
9367,420,2023-05-27 00:00:00,5,19,1
9368,420,2023-06-26 00:00:00,25,91,2
9369,420,2023-07-26 00:00:00,5,48,4
9370,420,2023-08-25 00:00:00,22,38,5
9371,420,2023-09-24 00:00:00,20,42,0
9372,420,2023-10-24 00:00:00,30,26,3
9373,420,2023-11-23 00:00:00,26,55,3
9374,420,2023-12-23 00:00:00,29,32,4
9375,420,2024-01-22 00:00:00,0,82,0
9376,420,2024-02-21 00:00:00,9,48,2
9377,420,2024-03-22 00:00:00,29,61,5
9378,420,2024-04-21 00:00:00,13,9,4
9379,420,2024-05-21 00:00:00,24,45,4
9380,420,2024-06-20 00:00:00,6,42,3
9381,421,2022-12-28 12:00:00,3,40,2
9382,421,2023-01-27 12:00:00,18,35,1
9383,421,2023-02-26 12:00:00,10,95,4
9384,421,2023-03-28 12:00:00,23,11,3
9385,421,2023-04-27 12:00:00,9,85,2
9386,421,2023-05-27 12:00:00,8,42,4
9387,421,2023-06-26 12:00:00,23,21,4
9388,421,2023-07-26 12:00:00,1,93,5
9389,421,2023-08-25 12:00:00,11,95,5
9390,421,2023-09-24 12:00:00,4,9,2
9391,421,2023-10-24 12:00:00,25,15,4
9392,421,2023-11-23 12:00:00,4,23,5
9393,421,2023-12-23 12:00:00,8,59,1
9394,421,2024-01-22 12:00:00,1,95,4
9395,421,2024-02-21 12:00:00,6,23,0
9396,421,2024-03-22 12:00:00,22,30,3
9397,421,2024-04-21 12:00:00,21,31,0
9398,421,2024-05-21 12:00:00,26,15,0
9399,421,2024-06-20 12:00:00,11,32,5
9400,422,2022-12-29 00:00:00,44,165,10
9401,422,2023-01-28 00:00:00,128,103,9
9402,422,2023-02-27 00:00:00,52,130,14
9403,422,2023-03-29 00:00:00,72,150,3
9404,422,2023-04-28 00:00:00,74,293,11
9405,422,2023-05-28 00:00:00,92,216,12
9406,422,2023-06-27 00:00:00,119,301,5
9407,422,2023-07-27 00:00:00,35,314,13
9408,422,2023-08-26 00:00:00,84,166,18
9409,422,2023-09-25 00:00:00,58,499,18
9410,422,2023-10-25 00:00:00,57,315,3
9411,422,2023-11-24 00:00:00,108,220,3
9412,422,2023-12-24 00:00:00,25,176,17
9413,422,2024-01-23 00:00:00,58,433,16
9414,422,2024-02-22 00:00:00,80,156,13
9415,422,2024-03-23 00:00:00,88,188,20
9416,422,2024-04-22 00:00:00,135,286,10
9417,422,2024-05-22 00:00:00,68,339,13
9418,422,2024-06-21 00:00:00,149,411,18
9419,423,2022-12-29 12:00:00,115,403,8
9420,423,2023-01-28 12:00:00,123,475,19
9421,423,2023-02-27 12:00:00,42,110,18
9422,423,2023-03-29 12:00:00,42,312,16
9423,423,2023-04-28 12:00:00,59,145,7
9424,423,2023-05-28 12:00:00,68,432,13
9425,423,2023-06-27 12:00:00,78,427,13
9426,423,2023-07-27 12:00:00,61,478,4
9427,423,2023-08-26 12:00:00,149,231,3
9428,423,2023-09-25 12:00:00,53,81,6
9429,423,2023-10-25 12:00:00,100,335,6
9430,423,2023-11-24 12:00:00,53,201,6
9431,423,2023-12-24 12:00:00,106,52,18
9432,423,2024-01-23 12:00:00,77,416,3
9433,423,2024-02-22 12:00:00,128,319,9
9434,423,2024-03-23 12:00:00,92,203,11
9435,423,2024-04-22 12:00:00,127,98,5
9436,423,2024-05-22 12:00:00,32,342,17
9437,423,2024-06-21 12:00:00,30,449,15
9438,424,2022-12-30 00:00:00,0,3,0
9439,424,2023-01-29 00:00:00,0,9,0
9440,424,2023-02-28 00:00:00,0,4,0
9441,424,2023-03-30 00:00:00,0,2,0
9442,424,2023-04-29 00:00:00,0,7,0
9443,424,2023-05-29 00:00:00,0,9,0
9444,424,2023-06-28 00:00:00,0,8,0
9445,424,2023-07-28 00:00:00,0,3,0
9446,424,2023-08-27 00:00:00,0,2,0
9447,424,2023-09-26 00:00:00,0,5,0
9448,424,2023-10-26 00:00:00,0,1,0
9449,424,2023-11-25 00:00:00,0,2,0
9450,424,2023-12-25 00:00:00,0,10,0
9451,424,2024-01-24 00:00:00,0,7,0
9452,424,2024-02-23 00:00:00,0,5,0
9453,424,2024-03-24 00:00:00,0,4,0
9454,424,2024-04-23 00:00:00,0,8,0
9455,424,2024-05-23 00:00:00,0,8,0
9456,424,2024-06-22 00:00:00,0,4,0
9457,425,2022-12-30 12:00:00,0,0,0
9458,425,2023-01-29 12:00:00,0,3,0
9459,425,2023-02-28 12:00:00,0,3,0
9460,425,2023-03-30 12:00:00,0,4,0
9461,425,2023-04-29 12:00:00,0,3,0
9462,425,2023-05-29 12:00:00,0,2,0
9463,425,2023-06-28 12:00:00,0,3,0
9464,425,2023-07-28 12:00:00,0,9,0
9465,425,2023-08-27 12:00:00,0,5,0
9466,425,2023-09-26 12:00:00,0,9,0
9467,425,2023-10-26 12:00:00,0,2,0
9468,425,2023-11-25 12:00:00,0,6,0
9469,425,2023-12-25 12:00:00,0,0,0
9470,425,2024-01-24 12:00:00,0,4,0
9471,425,2024-02-23 12:00:00,0,3,0
9472,425,2024-03-24 12:00:00,0,0,0
9473,425,2024-04-23 12:00:00,0,10,0
9474,425,2024-05-23 12:00:00,0,1,0
9475,425,2024-06-22 12:00:00,0,8,0
9476,426,2022-12-31 00:00:00,138,323,12
9477,426,2023-01-30 00:00:00,113,318,13
9478,426,2023-03-01 00:00:00,102,303,10
9479,426,2023-03-31 00:00:00,81,180,15
9480,426,2023-04-30 00:00:00,53,124,6
9481,426,2023-05-30 00:00:00,38,59,12
9482,426,2023-06-29 00:00:00,66,301,15
9483,426,2023-07-29 00:00:00,92,111,10
9484,426,2023-08-28 00:00:00,146,283,12
9485,426,2023-09-27 00:00:00,76,355,20
9486,426,2023-10-27 00:00:00,51,228,14
9487,426,2023-11-26 00:00:00,36,159,10
9488,426,2023-12-26 00:00:00,42,110,17
9489,426,2024-01-25 00:00:00,21,126,18
9490,426,2024-02-24 00:00:00,93,432,3
9491,426,2024-03-25 00:00:00,76,354,16
9492,426,2024-04-24 00:00:00,140,55,14
9493,426,2024-05-24 00:00:00,128,217,6
9494,426,2024-06-23 00:00:00,111,380,17
9495,427,2022-12-31 12:00:00,74,98,18
9496,427,2023-01-30 12:00:00,149,393,15
9497,427,2023-03-01 12:00:00,65,154,9
9498,427,2023-03-31 12:00:00,109,412,20
9499,427,2023-04-30 12:00:00,113,341,5
9500,427,2023-05-30 12:00:00,130,124,2
9501,427,2023-06-29 12:00:00,119,231,15
9502,427,2023-07-29 12:00:00,100,249,13
9503,427,2023-08-28 12:00:00,44,58,15
9504,427,2023-09-27 12:00:00,109,61,4
9505,427,2023-10-27 12:00:00,49,432,17
9506,427,2023-11-26 12:00:00,123,154,9
9507,427,2023-12-26 12:00:00,140,152,3
9508,427,2024-01-25 12:00:00,56,70,10
9509,427,2024-02-24 12:00:00,21,333,11
9510,427,2024-03-25 12:00:00,109,319,2
9511,427,2024-04-24 12:00:00,125,237,12
9512,427,2024-05-24 12:00:00,20,58,7
9513,427,2024-06-23 12:00:00,35,177,20
9514,428,2023-01-01 00:00:00,0,5,0
9515,428,2023-01-31 00:00:00,0,5,0
9516,428,2023-03-02 00:00:00,0,4,0
9517,428,2023-04-01 00:00:00,0,10,0
9518,428,2023-05-01 00:00:00,0,6,0
9519,428,2023-05-31 00:00:00,0,10,0
9520,428,2023-06-30 00:00:00,0,0,0
9521,428,2023-07-30 00:00:00,0,5,0
9522,428,2023-08-29 00:00:00,0,0,0
9523,428,2023-09-28 00:00:00,0,4,0
9524,428,2023-10-28 00:00:00,0,10,0
9525,428,2023-11-27 00:00:00,0,7,0
9526,428,2023-12-27 00:00:00,0,2,0
9527,428,2024-01-26 00:00:00,0,9,0
9528,428,2024-02-25 00:00:00,0,6,0
9529,428,2024-03-26 00:00:00,0,7,0
9530,428,2024-04-25 00:00:00,0,4,0
9531,428,2024-05-25 00:00:00,0,7,0
9532,428,2024-06-24 00:00:00,0,7,0
9533,429,2023-01-01 12:00:00,19,46,1
9534,429,2023-01-31 12:00:00,10,51,4
9535,429,2023-03-02 12:00:00,19,23,4
9536,429,2023-04-01 12:00:00,11,72,2
9537,429,2023-05-01 12:00:00,25,76,1
9538,429,2023-05-31 12:00:00,27,94,3
9539,429,2023-06-30 12:00:00,17,65,5
9540,429,2023-07-30 12:00:00,2,39,4
9541,429,2023-08-29 12:00:00,15,41,4
9542,429,2023-09-28 12:00:00,23,78,3
9543,429,2023-10-28 12:00:00,23,38,3
9544,429,2023-11-27 12:00:00,2,18,2
9545,429,2023-12-27 12:00:00,14,20,5
9546,429,2024-01-26 12:00:00,26,97,4
9547,429,2024-02-25 12:00:00,9,67,4
9548,429,2024-03-26 12:00:00,23,94,4
9549,429,2024-04-25 12:00:00,14,31,3
9550,429,2024-05-25 12:00:00,7,88,2
9551,429,2024-06-24 12:00:00,28,43,0
9552,430,2023-01-02 00:00:00,75,224,20
9553,430,2023-02-01 00:00:00,91,424,18
9554,430,2023-03-03 00:00:00,144,498,6
9555,430,2023-04-02 00:00:00,139,405,19
9556,430,2023-05-02 00:00:00,54,411,20
9557,430,2023-06-01 00:00:00,77,393,19
9558,430,2023-07-01 00:00:00,86,468,20
9559,430,2023-07-31 00:00:00,136,77,14
9560,430,2023-08-30 00:00:00,40,232,8
9561,430,2023-09-29 00:00:00,25,83,19
9562,430,2023-10-29 00:00:00,126,123,3
9563,430,2023-11-28 00:00:00,44,481,14
9564,430,2023-12-28 00:00:00,109,116,19
9565,430,2024-01-27 00:00:00,73,186,5
9566,430,2024-02-26 00:00:00,78,57,19
9567,430,2024-03-27 00:00:00,105,226,16
9568,430,2024-04-26 00:00:00,126,296,12
9569,430,2024-05-26 00:00:00,119,394,12
9570,430,2024-06-25 00:00:00,71,483,14
9571,431,2023-01-02 12:00:00,0,1,0
9572,431,2023-02-01 12:00:00,0,2,0
9573,431,2023-03-03 12:00:00,0,8,0
9574,431,2023-04-02 12:00:00,0,4,0
9575,431,2023-05-02 12:00:00,0,5,0
9576,431,2023-06-01 12:00:00,0,5,0
9577,431,2023-07-01 12:00:00,0,8,0
9578,431,2023-07-31 12:00:00,0,3,0
9579,431,2023-08-30 12:00:00,0,3,0
9580,431,2023-09-29 12:00:00,0,7,0
9581,431,2023-10-29 12:00:00,0,4,0
9582,431,2023-11-28 12:00:00,0,9,0
9583,431,2023-12-28 12:00:00,0,3,0
9584,431,2024-01-27 12:00:00,0,1,0
9585,431,2024-02-26 12:00:00,0,5,0
9586,431,2024-03-27 12:00:00,0,8,0
9587,431,2024-04-26 12:00:00,0,5,0
9588,431,2024-05-26 12:00:00,0,1,0
9589,431,2024-06-25 12:00:00,0,4,0
9590,432,2023-01-03 00:00:00,149,306,19
9591,432,2023-02-02 00:00:00,112,191,3
9592,432,2023-03-04 00:00:00,91,159,5
9593,432,2023-04-03 00:00:00,50,167,11
9594,432,2023-05-03 00:00:00,27,77,9
9595,432,2023-06-02 00:00:00,45,385,19
9596,432,2023-07-02 00:00:00,50,80,12
9597,432,2023-08-01 00:00:00,95,298,10
9598,432,2023-08-31 00:00:00,142,333,14
9599,432,2023-09-30 00:00:00,43,287,4
9600,432,2023-10-30 00:00:00,92,435,13
9601,432,2023-11-29 00:00:00,86,468,15
9602,432,2023-12-29 00:00:00,71,350,11
9603,432,2024-01-28 00:00:00,120,428,2
9604,432,2024-02-27 00:00:00,64,320,13
9605,432,2024-03-28 00:00:00,56,267,8
9606,432,2024-04-27 00:00:00,86,413,16
9607,432,2024-05-27 00:00:00,147,211,4
9608,432,2024-06-26 00:00:00,22,357,4
9609,433,2023-01-03 12:00:00,23,9,1
9610,433,2023-02-02 12:00:00,18,60,3
9611,433,2023-03-04 12:00:00,29,5,2
9612,433,2023-04-03 12:00:00,15,63,2
9613,433,2023-05-03 12:00:00,16,31,3
9614,433,2023-06-02 12:00:00,5,87,4
9615,433,2023-07-02 12:00:00,13,72,1
9616,433,2023-08-01 12:00:00,16,94,0
9617,433,2023-08-31 12:00:00,24,30,1
9618,433,2023-09-30 12:00:00,11,29,4
9619,433,2023-10-30 12:00:00,18,28,4
9620,433,2023-11-29 12:00:00,4,54,5
9621,433,2023-12-29 12:00:00,8,11,4
9622,433,2024-01-28 12:00:00,15,43,3
9623,433,2024-02-27 12:00:00,5,51,0
9624,433,2024-03-28 12:00:00,29,75,0
9625,433,2024-04-27 12:00:00,14,33,0
9626,433,2024-05-27 12:00:00,1,17,3
9627,433,2024-06-26 12:00:00,13,100,2
9628,434,2023-01-04 00:00:00,136,309,6
9629,434,2023-02-03 00:00:00,147,244,12
9630,434,2023-03-05 00:00:00,115,391,12
9631,434,2023-04-04 00:00:00,149,242,19
9632,434,2023-05-04 00:00:00,58,317,15
9633,434,2023-06-03 00:00:00,102,331,10
9634,434,2023-07-03 00:00:00,28,322,9
9635,434,2023-08-02 00:00:00,95,58,5
9636,434,2023-09-01 00:00:00,91,238,5
9637,434,2023-10-01 00:00:00,138,356,10
9638,434,2023-10-31 00:00:00,57,410,3
9639,434,2023-11-30 00:00:00,135,172,16
9640,434,2023-12-30 00:00:00,92,441,7
9641,434,2024-01-29 00:00:00,125,267,12
9642,434,2024-02-28 00:00:00,109,118,3
9643,434,2024-03-29 00:00:00,34,128,3
9644,434,2024-04-28 00:00:00,23,249,5
9645,434,2024-05-28 00:00:00,120,93,5
9646,434,2024-06-27 00:00:00,149,231,12
9647,435,2023-01-04 12:00:00,94,243,11
9648,435,2023-02-03 12:00:00,52,84,13
9649,435,2023-03-05 12:00:00,90,363,15
9650,435,2023-04-04 12:00:00,20,201,14
9651,435,2023-05-04 12:00:00,111,252,2
9652,435,2023-06-03 12:00:00,37,434,4
9653,435,2023-07-03 12:00:00,51,358,12
9654,435,2023-08-02 12:00:00,82,144,3
9655,435,2023-09-01 12:00:00,132,86,15
9656,435,2023-10-01 12:00:00,79,490,11
9657,435,2023-10-31 12:00:00,104,334,16
9658,435,2023-11-30 12:00:00,56,417,8
9659,435,2023-12-30 12:00:00,112,481,17
9660,435,2024-01-29 12:00:00,103,266,10
9661,435,2024-02-28 12:00:00,87,117,15
9662,435,2024-03-29 12:00:00,24,268,10
9663,435,2024-04-28 12:00:00,140,217,20
9664,435,2024-05-28 12:00:00,58,379,6
9665,435,2024-06-27 12:00:00,48,174,13
9666,436,2023-01-05 00:00:00,144,151,6
9667,436,2023-02-04 00:00:00,89,271,12
9668,436,2023-03-06 00:00:00,123,63,12
9669,436,2023-04-05 00:00:00,86,186,13
9670,436,2023-05-05 00:00:00,92,442,9
9671,436,2023-06-04 00:00:00,48,451,19
9672,436,2023-07-04 00:00:00,99,273,20
9673,436,2023-08-03 00:00:00,53,276,8
9674,436,2023-09-02 00:00:00,29,407,11
9675,436,2023-10-02 00:00:00,32,401,17
9676,436,2023-11-01 00:00:00,111,351,3
9677,436,2023-12-01 00:00:00,134,429,16
9678,436,2023-12-31 00:00:00,100,217,20
9679,436,2024-01-30 00:00:00,75,411,8
9680,436,2024-02-29 00:00:00,97,265,5
9681,436,2024-03-30 00:00:00,45,329,10
9682,436,2024-04-29 00:00:00,50,498,9
9683,436,2024-05-29 00:00:00,67,138,18
9684,436,2024-06-28 00:00:00,96,334,12
9685,437,2023-01-05 12:00:00,4,6,3
9686,437,2023-02-04 12:00:00,25,9,4
9687,437,2023-03-06 12:00:00,29,19,4
9688,437,2023-04-05 12:00:00,8,23,4
9689,437,2023-05-05 12:00:00,2,10,2
9690,437,2023-06-04 12:00:00,21,70,0
9691,437,2023-07-04 12:00:00,21,53,4
9692,437,2023-08-03 12:00:00,0,49,2
9693,437,2023-09-02 12:00:00,16,54,4
9694,437,2023-10-02 12:00:00,11,31,1
9695,437,2023-11-01 12:00:00,13,79,5
9696,437,2023-12-01 12:00:00,27,96,0
9697,437,2023-12-31 12:00:00,12,18,3
9698,437,2024-01-30 12:00:00,19,50,4
9699,437,2024-02-29 12:00:00,1,47,4
9700,437,2024-03-30 12:00:00,8,63,5
9701,437,2024-04-29 12:00:00,0,42,5
9702,437,2024-05-29 12:00:00,10,90,2
9703,437,2024-06-28 12:00:00,29,30,5
9704,438,2023-01-06 00:00:00,87,200,7
9705,438,2023-02-05 00:00:00,67,331,11
9706,438,2023-03-07 00:00:00,25,498,2
9707,438,2023-04-06 00:00:00,145,392,12
9708,438,2023-05-06 00:00:00,123,405,16
9709,438,2023-06-05 00:00:00,131,262,3
9710,438,2023-07-05 00:00:00,128,445,2
9711,438,2023-08-04 00:00:00,20,162,16
9712,438,2023-09-03 00:00:00,85,207,2
9713,438,2023-10-03 00:00:00,54,251,14
9714,438,2023-11-02 00:00:00,30,214,5
9715,438,2023-12-02 00:00:00,147,236,12
9716,438,2024-01-01 00:00:00,63,414,15
9717,438,2024-01-31 00:00:00,106,170,5
9718,438,2024-03-01 00:00:00,67,118,4
9719,438,2024-03-31 00:00:00,50,271,7
9720,438,2024-04-30 00:00:00,24,73,5
9721,438,2024-05-30 00:00:00,103,328,13
9722,438,2024-06-29 00:00:00,100,151,18
9723,439,2023-01-06 12:00:00,131,378,11
9724,439,2023-02-05 12:00:00,21,420,7
9725,439,2023-03-07 12:00:00,120,452,19
9726,439,2023-04-06 12:00:00,22,357,9
9727,439,2023-05-06 12:00:00,86,456,8
9728,439,2023-06-05 12:00:00,100,142,12
9729,439,2023-07-05 12:00:00,78,185,15
9730,439,2023-08-04 12:00:00,42,185,14
9731,439,2023-09-03 12:00:00,100,425,7
9732,439,2023-10-03 12:00:00,104,310,4
9733,439,2023-11-02 12:00:00,46,73,6
9734,439,2023-12-02 12:00:00,77,89,3
9735,439,2024-01-01 12:00:00,125,108,4
9736,439,2024-01-31 12:00:00,49,422,8
9737,439,2024-03-01 12:00:00,35,433,5
9738,439,2024-03-31 12:00:00,68,335,18
9739,439,2024-04-30 12:00:00,35,471,2
9740,439,2024-05-30 12:00:00,101,254,12
9741,439,2024-06-29 12:00:00,91,389,17
9742,440,2023-01-07 00:00:00,71,140,14
9743,440,2023-02-06 00:00:00,52,422,12
9744,440,2023-03-08 00:00:00,95,133,12
9745,440,2023-04-07 00:00:00,123,251,14
9746,440,2023-05-07 00:00:00,122,405,16
9747,440,2023-06-06 00:00:00,38,287,17
9748,440,2023-07-06 00:00:00,90,257,2
9749,440,2023-08-05 00:00:00,57,388,8
9750,440,2023-09-04 00:00:00,48,218,7
9751,440,2023-10-04 00:00:00,54,344,10
9752,440,2023-11-03 00:00:00,148,125,7
9753,440,2023-12-03 00:00:00,92,350,7
9754,440,2024-01-02 00:00:00,70,112,8
9755,440,2024-02-01 00:00:00,68,329,17
9756,440,2024-03-02 00:00:00,50,192,9
9757,440,2024-04-01 00:00:00,132,472,19
9758,440,2024-05-01 00:00:00,117,436,18
9759,440,2024-05-31 00:00:00,22,460,18
9760,440,2024-06-30 00:00:00,99,166,10
9761,441,2023-01-07 12:00:00,105,150,9
9762,441,2023-02-06 12:00:00,135,299,8
9763,441,2023-03-08 12:00:00,37,292,6
9764,441,2023-04-07 12:00:00,101,383,6
9765,441,2023-05-07 12:00:00,144,116,18
9766,441,2023-06-06 12:00:00,107,109,18
9767,441,2023-07-06 12:00:00,80,53,9
9768,441,2023-08-05 12:00:00,70,483,10
9769,441,2023-09-04 12:00:00,112,308,7
9770,441,2023-10-04 12:00:00,142,209,9
9771,441,2023-11-03 12:00:00,115,442,18
9772,441,2023-12-03 12:00:00,58,371,4
9773,441,2024-01-02 12:00:00,22,119,15
9774,441,2024-02-01 12:00:00,31,52,8
9775,441,2024-03-02 12:00:00,149,332,18
9776,441,2024-04-01 12:00:00,56,138,9
9777,441,2024-05-01 12:00:00,66,112,16
9778,441,2024-05-31 12:00:00,45,449,10
9779,442,2023-01-08 00:00:00,0,5,0
9780,442,2023-02-07 00:00:00,0,4,0
9781,442,2023-03-09 00:00:00,0,0,0
9782,442,2023-04-08 00:00:00,0,3,0
9783,442,2023-05-08 00:00:00,0,1,0
9784,442,2023-06-07 00:00:00,0,2,0
9785,442,2023-07-07 00:00:00,0,2,0
9786,442,2023-08-06 00:00:00,0,3,0
9787,442,2023-09-05 00:00:00,0,10,0
9788,442,2023-10-05 00:00:00,0,3,0
9789,442,2023-11-04 00:00:00,0,0,0
